,Gender,Customer_Type,Age,Type_of_Travel,Class,Flight_Distance,Inflight_wifi_service,Departure_Arrival_time_convenient,Ease_of_Online_booking,Gate_location,Food_and_drink,Online_boarding,Seat_comfort,Inflight_entertainment,On_board_service,Leg_room_service,Baggage_handling,Checkin_service,Inflight_service,Cleanliness,Departure_Delay_in_Minutes,Arrival_Delay_in_Minutes
989,Male,Loyal Customer,61,Personal Travel,Business,266,4,0,0,4,2,4,4.0,1,1,0,1,3.0,1,5,0,0.0
990,Female,Loyal Customer,69,Personal Travel,Eco,909,3,5,3,3,5,5,5.0,5,5,3,5,3.0,5,1,4,25.0
991,Female,Loyal Customer,53,Business travel,Business,395,3,3,3,3,3,4,5.0,5,5,5,5,5.0,5,5,0,0.0
992,Male,Loyal Customer,19,Personal Travel,Eco,631,2,1,2,2,4,2,4.0,4,1,4,2,1.5,3,4,0,0.0
993,Male,Loyal Customer,21,Personal Travel,Eco,1164,2,4,2,2,5,2,5.0,5,5,2,4,2.0,2,5,0,0.0
994,Female,Loyal Customer,62,Personal Travel,Eco,862,1,5,0,4,3,4,4.0,4,4,0,4,4.0,4,3,0,0.0
995,Female,disloyal Customer,39,Business travel,Business,426,5,5,5,5,3,5,3.0,3,3,4,5,5.0,5,3,21,0.0
996,Male,disloyal Customer,26,Business travel,Business,1460,2,2,2,5,4,2,4.0,4,4,2,4,5.0,5,4,13,20.0
997,Female,Loyal Customer,35,Business travel,Business,1428,1,1,1,1,5,3,4.0,4,4,4,4,1.5,4,3,0,0.0
998,Female,disloyal Customer,34,Business travel,Eco,425,3,1,2,4,4,2,4.0,4,2,3,3,4.0,3,4,0,0.0
999,Male,disloyal Customer,36,Business travel,Eco,305,3,1,3,3,3,3,3.0,3,3,2,4,3.0,4,3,1,0.0
1000,Male,Loyal Customer,68,Personal Travel,Eco,2586,2,2,2,2,2,3,3.0,4,1,2,3,3.0,1,3,3,16.0
1001,Male,Loyal Customer,38,Personal Travel,Eco,833,4,3,4,4,5,4,5.0,5,3,3,3,3.0,4,5,2,4.0
1002,Female,Loyal Customer,20,Personal Travel,Eco,447,4,1,0,4,2,0,2.0,2,1,5,4,4.0,4,2,30,32.5
1003,Female,Loyal Customer,36,Business travel,Eco,1158,5,5,5,5,5,5,5.0,5,2,3,3,5.0,4,5,0,0.0
1004,Male,Loyal Customer,43,Personal Travel,Eco,362,2,5,5,3,2,5,4.0,2,5,5,4,3.0,5,2,0,0.0
1005,Female,Loyal Customer,55,Business travel,Business,190,4,4,4,4,3,1,1.0,3,3,4,5,3.0,3,2,30,32.5
1006,Male,Loyal Customer,41,Business travel,Business,2615,3,3,2,3,5,3,2.0,3,3,3,3,1.5,3,2,30,0.0
1007,Male,Loyal Customer,31,Personal Travel,Eco,612,5,4,5,3,1,5,1.0,1,1,2,3,2.0,2,1,14,0.0
1008,Male,Loyal Customer,22,Personal Travel,Eco,341,1,1,1,3,5,1,5.0,5,1,2,3,4.0,3,5,0,0.0
1009,Male,Loyal Customer,42,Business travel,Eco,444,2,4,4,4,2,2,2.0,2,2,3,2,3.0,1,2,0,0.0
1010,Male,Loyal Customer,28,Business travel,Business,3081,3,4,3,4,3,3,3.0,3,2,3,4,3.0,3,3,30,32.5
1011,Male,Loyal Customer,52,Personal Travel,Eco,356,2,5,2,4,1,2,1.0,1,3,5,5,4.0,5,1,8,7.0
1012,Male,Loyal Customer,49,Business travel,Business,89,0,4,0,1,3,5,4.0,3,3,3,3,3.0,3,5,21,15.0
1013,Female,Loyal Customer,32,Business travel,Business,1635,2,2,2,2,5,5,5.0,4,5,4,5,5.0,5,5,30,32.5
1014,Female,Loyal Customer,56,Business travel,Business,2701,5,5,5,5,4,4,5.0,3,3,4,3,5.0,3,3,0,0.0
1015,Male,disloyal Customer,33,Business travel,Business,552,3,3,3,4,3,3,3.0,3,3,3,4,3.0,5,3,0,0.0
1016,Male,disloyal Customer,23,Business travel,Eco,184,2,2,2,2,3,2,3.0,3,2,3,1,4.0,2,3,28,21.0
1017,Male,disloyal Customer,24,Business travel,Eco,216,2,2,2,4,3,2,3.0,3,1,1,4,3.0,4,3,2,1.0
1018,Female,Loyal Customer,47,Business travel,Business,184,5,5,5,5,3,5,4.0,3,3,4,4,3.0,3,3,0,0.0
1019,Female,disloyal Customer,35,Business travel,Business,641,1,1,1,4,1,1,2.0,1,5,5,5,5.0,5,1,19,4.0
1020,Female,disloyal Customer,28,Business travel,Eco,894,3,2,2,5,1,2,1.0,1,3,3,2,5.0,3,1,3,2.0
1021,Male,Loyal Customer,10,Business travel,Business,3189,4,4,4,4,4,3,4.0,4,2,2,3,3.0,4,4,0,0.0
1022,Female,Loyal Customer,37,Personal Travel,Eco,271,3,2,3,3,3,3,3.0,3,3,2,3,1.5,2,3,0,0.0
1023,Female,disloyal Customer,20,Business travel,Eco,265,3,3,3,4,3,3,2.0,3,3,4,4,2.0,3,3,1,0.0
1024,Female,Loyal Customer,56,Business travel,Business,3097,2,3,4,4,3,4,4.0,2,2,2,2,3.0,2,2,0,0.0
1025,Female,Loyal Customer,32,Personal Travel,Eco,564,2,4,2,1,3,2,3.0,3,4,3,5,5.0,5,3,0,0.0
1026,Male,Loyal Customer,48,Personal Travel,Eco Plus,174,3,5,3,3,4,3,4.0,4,4,3,5,3.0,5,4,0,0.0
1027,Female,Loyal Customer,53,Business travel,Business,896,3,3,3,3,1,4,1.0,4,4,4,4,1.5,4,2,6,5.0
1028,Male,Loyal Customer,59,Business travel,Eco,908,3,1,1,1,3,3,3.0,3,1,5,3,1.5,3,3,0,0.0
1029,Female,Loyal Customer,49,Business travel,Business,2577,4,4,4,4,4,4,4.0,3,2,4,4,4.0,3,4,30,32.5
1030,Female,Loyal Customer,52,Business travel,Business,89,2,2,2,2,2,5,4.0,4,4,4,5,2.0,4,1,0,0.0
1031,Female,Loyal Customer,62,Business travel,Business,406,2,5,5,5,2,3,4.0,2,2,2,2,1.5,2,1,2,7.0
1032,Female,Loyal Customer,41,Personal Travel,Eco,303,3,4,3,4,5,3,2.0,5,3,3,4,5.0,5,5,0,0.0
1033,Female,disloyal Customer,43,Business travel,Eco,184,2,3,2,2,5,2,5.0,5,4,2,3,1.5,3,5,0,0.0
1034,Male,Loyal Customer,69,Personal Travel,Eco,2496,3,1,3,3,3,4,4.0,4,5,2,2,4.0,3,4,6,0.0
1035,Male,Loyal Customer,43,Personal Travel,Eco,287,2,1,3,2,4,3,5.0,4,3,5,2,3.0,2,4,9,8.0
1036,Male,Loyal Customer,42,Business travel,Business,3739,2,2,2,2,3,3,4.0,2,2,2,2,2.0,2,2,6,7.0
1037,Female,disloyal Customer,28,Business travel,Eco,1160,3,3,3,3,3,3,3.0,3,1,2,2,2.0,4,3,0,0.0
1038,Male,Loyal Customer,50,Business travel,Business,3376,3,3,3,3,4,4,5.0,5,5,5,5,4.0,5,4,4,1.0
1039,Female,Loyal Customer,62,Personal Travel,Eco,472,3,2,3,4,5,3,3.0,4,4,3,4,4.0,4,4,23,32.5
1040,Male,Loyal Customer,55,Business travel,Business,3739,5,5,5,5,4,3,2.0,4,4,4,5,3.0,4,4,0,0.0
1041,Male,Loyal Customer,36,Business travel,Eco,209,5,4,5,4,5,5,5.0,5,5,2,2,2.0,5,5,0,0.0
1042,Female,Loyal Customer,54,Business travel,Eco,925,3,3,3,3,4,3,4.0,3,3,3,3,3.0,3,3,0,0.0
1043,Female,disloyal Customer,18,Business travel,Business,907,5,5,4,3,5,4,3.0,5,4,4,4,3.0,5,5,8,3.0
1044,Male,Loyal Customer,40,Business travel,Business,2263,2,2,2,2,5,4,4.0,4,4,4,4,4.0,4,5,0,0.0
1045,Female,Loyal Customer,50,Business travel,Business,2504,0,4,0,1,5,4,5.0,5,5,5,5,3.0,5,4,14,11.0
1046,Female,Loyal Customer,38,Business travel,Business,3392,5,5,5,5,5,5,5.0,4,4,4,4,4.0,4,3,0,0.0
1047,Female,Loyal Customer,27,Business travel,Eco,265,4,1,1,1,4,4,4.0,4,4,3,4,5.0,3,4,0,0.0
1048,Male,Loyal Customer,32,Business travel,Business,3116,1,1,1,1,5,5,5.0,5,3,2,4,4.0,2,5,5,19.0
1049,Female,Loyal Customer,32,Business travel,Business,846,5,5,5,5,3,3,3.0,3,3,2,1,3.0,3,3,0,10.0
1050,Male,Loyal Customer,55,Personal Travel,Eco,777,1,3,1,2,4,1,4.0,4,2,2,2,4.0,2,4,0,23.0
1051,Male,Loyal Customer,21,Business travel,Business,1753,4,4,4,4,4,4,4.0,4,4,3,3,1.5,4,4,5,0.0
1052,Female,disloyal Customer,35,Business travel,Eco,588,1,3,1,2,4,1,4.0,4,2,4,3,1.5,3,4,2,0.0
1053,Female,Loyal Customer,18,Personal Travel,Eco,802,2,5,2,5,2,2,2.0,2,2,1,2,5.0,5,2,15,5.0
1054,Female,Loyal Customer,58,Business travel,Business,3553,1,1,1,1,4,5,4.0,5,5,5,5,3.0,5,5,0,0.0
1055,Male,Loyal Customer,18,Personal Travel,Eco,1726,4,4,4,4,3,4,3.0,3,3,4,5,5.0,5,3,1,0.0
1056,Female,disloyal Customer,23,Business travel,Eco,852,3,4,4,3,3,5,5.0,4,3,4,3,5.0,4,5,30,32.5
1057,Female,Loyal Customer,40,Business travel,Business,2165,3,3,3,3,4,3,5.0,4,4,4,4,4.0,4,3,0,0.0
1058,Female,Loyal Customer,50,Personal Travel,Business,861,3,5,4,2,1,4,4.0,1,1,4,1,2.0,1,1,0,0.0
1059,Male,disloyal Customer,45,Business travel,Eco,578,3,0,3,4,2,3,2.0,2,5,4,1,5.0,2,2,30,32.0
1060,Female,Loyal Customer,24,Business travel,Eco,1440,2,2,2,2,2,2,1.0,2,1,1,2,4.0,3,2,0,0.0
1061,Male,Loyal Customer,42,Personal Travel,Eco,1056,4,5,4,3,4,4,4.0,4,4,1,3,4.0,1,4,16,27.0
1062,Male,Loyal Customer,28,Personal Travel,Eco Plus,772,4,3,4,4,1,4,1.0,1,5,3,3,5.0,4,1,8,0.0
1063,Male,Loyal Customer,53,Business travel,Eco,843,5,5,5,5,5,5,5.0,5,2,4,1,3.0,1,5,0,4.0
1064,Male,Loyal Customer,58,Business travel,Eco,758,4,4,4,4,4,4,4.0,4,2,1,3,5.0,4,4,0,0.0
1065,Male,Loyal Customer,70,Personal Travel,Eco Plus,337,4,3,4,4,3,4,3.0,3,3,2,4,1.5,4,3,30,32.5
1066,Male,Loyal Customer,68,Business travel,Business,1678,0,3,0,4,3,1,5.0,4,4,4,4,1.5,4,4,0,0.0
1067,Male,Loyal Customer,44,Business travel,Business,293,5,5,5,5,2,4,4.0,4,4,4,4,5.0,4,5,6,9.0
1068,Female,Loyal Customer,75,Business travel,Eco,102,5,1,1,1,5,4,2.0,5,5,5,5,3.0,5,4,0,0.0
1069,Male,disloyal Customer,16,Business travel,Eco,651,5,5,5,4,2,5,2.0,2,4,3,3,3.0,5,2,3,0.0
1070,Female,Loyal Customer,64,Personal Travel,Eco,448,3,4,3,3,5,5,5.0,5,5,3,5,4.0,5,4,0,11.0
1071,Male,Loyal Customer,39,Business travel,Business,1679,4,1,4,4,1,5,4.0,5,5,5,4,2.0,5,1,0,0.0
1072,Female,Loyal Customer,21,Personal Travel,Eco,421,2,2,2,3,1,2,1.0,1,2,1,2,2.0,2,1,3,19.0
1073,Female,Loyal Customer,42,Business travel,Business,3262,0,0,0,4,5,3,4.0,3,3,3,3,5.0,3,3,6,2.0
1074,Female,Loyal Customer,41,Business travel,Business,833,5,5,5,5,4,5,4.0,2,2,2,2,5.0,2,5,0,0.0
1075,Male,disloyal Customer,24,Business travel,Eco,531,3,0,3,4,4,3,4.0,4,1,3,1,4.0,1,4,0,0.0
1076,Male,Loyal Customer,47,Personal Travel,Eco,224,3,1,0,2,3,0,3.0,3,4,1,2,2.0,2,3,0,0.0
1077,Female,disloyal Customer,29,Business travel,Eco,1071,2,2,2,3,2,5,5.0,2,2,4,3,5.0,3,5,0,7.0
1078,Female,disloyal Customer,26,Business travel,Eco,114,3,4,3,3,3,3,3.0,3,3,2,4,4.0,4,3,0,0.0
1079,Male,Loyal Customer,48,Personal Travel,Eco,1947,3,4,3,2,4,3,4.0,4,4,3,5,5.0,5,4,1,0.0
1080,Male,Loyal Customer,9,Business travel,Business,1852,2,1,1,1,2,3,2.0,2,3,2,4,3.0,4,2,0,0.0
1081,Female,Loyal Customer,38,Business travel,Eco,842,2,3,3,3,2,2,2.0,2,2,4,3,2.0,4,2,30,32.5
1082,Female,Loyal Customer,49,Business travel,Business,305,1,1,1,1,4,4,5.0,5,5,5,5,5.0,5,4,0,0.0
1083,Male,Loyal Customer,52,Business travel,Business,1733,4,4,4,4,4,4,5.0,4,4,4,4,3.0,4,3,9,0.0
1084,Female,Loyal Customer,50,Personal Travel,Eco,1999,4,5,4,5,5,5,4.0,5,5,4,5,5.0,5,3,3,0.0
1085,Male,Loyal Customer,24,Business travel,Eco,680,3,1,1,1,4,4,3.0,1,3,3,4,3.0,5,3,30,32.5
1086,Female,Loyal Customer,62,Business travel,Business,3675,3,1,3,3,4,4,4.0,3,3,3,3,4.0,3,4,30,32.5
1087,Male,Loyal Customer,43,Business travel,Business,3653,5,5,5,5,5,4,4.0,4,4,5,4,4.0,4,3,14,20.0
1088,Male,Loyal Customer,59,Business travel,Eco,965,3,4,5,5,3,3,3.0,3,1,3,4,4.0,4,3,0,5.0
1089,Male,Loyal Customer,42,Personal Travel,Eco,160,4,3,4,3,2,4,2.0,2,4,1,3,3.0,3,2,0,0.0
1090,Male,Loyal Customer,37,Personal Travel,Eco,594,3,4,3,3,1,3,5.0,1,1,4,3,5.0,5,1,0,0.0
1091,Female,Loyal Customer,59,Business travel,Business,3621,4,4,4,4,5,4,4.0,4,4,4,4,4.0,4,3,0,4.0
1092,Male,Loyal Customer,48,Business travel,Business,1502,3,5,5,5,5,3,4.0,3,3,3,3,3.0,3,1,6,2.0
1093,Female,Loyal Customer,55,Business travel,Business,1825,3,3,3,3,4,5,5.0,4,4,4,4,4.0,4,5,14,1.0
1094,Female,Loyal Customer,37,Business travel,Business,1721,1,1,1,1,4,1,2.0,4,4,4,5,5.0,4,2,0,0.0
1095,Female,Loyal Customer,34,Business travel,Business,594,5,5,5,5,2,2,2.0,5,5,5,5,1.5,5,1,3,1.0
1096,Female,Loyal Customer,45,Personal Travel,Eco,989,2,2,2,4,4,4,4.0,2,2,2,5,1.5,2,4,0,6.0
1097,Male,Loyal Customer,14,Personal Travel,Eco,1162,2,5,2,2,4,2,4.0,4,5,4,5,3.0,5,4,19,16.0
1098,Female,Loyal Customer,62,Business travel,Business,346,4,2,2,2,5,4,3.0,4,4,3,4,3.0,4,4,1,12.0
1099,Female,disloyal Customer,75,Business travel,Eco,294,2,0,2,4,2,2,1.0,2,5,3,3,1.5,3,2,1,0.0
1100,Male,Loyal Customer,53,Personal Travel,Eco,759,2,4,2,3,1,2,1.0,1,4,2,4,5.0,4,1,0,8.0
1101,Female,disloyal Customer,22,Business travel,Eco,223,3,4,4,2,1,4,1.0,1,3,3,5,4.0,4,1,0,2.0
1102,Male,Loyal Customer,63,Personal Travel,Eco,694,4,4,4,2,4,4,4.0,4,4,5,5,5.0,5,4,0,0.0
1103,Male,Loyal Customer,55,Personal Travel,Eco,802,4,4,4,2,5,4,2.0,5,1,2,5,4.0,5,5,30,30.0
1104,Male,Loyal Customer,46,Business travel,Business,2853,4,4,4,4,3,5,4.0,2,2,2,2,4.0,2,3,0,0.0
1105,Male,Loyal Customer,54,Business travel,Business,1545,2,2,2,2,5,5,5.0,5,5,5,5,4.0,5,4,1,0.0
1106,Female,Loyal Customer,49,Personal Travel,Eco,631,3,4,3,5,2,4,4.0,4,4,3,4,3.0,4,4,13,17.0
1107,Female,Loyal Customer,71,Business travel,Business,3032,2,2,2,2,5,4,4.0,5,5,5,4,2.0,5,4,0,0.0
1108,Female,Loyal Customer,48,Personal Travel,Eco,460,4,4,4,4,2,4,4.0,4,4,4,4,2.0,4,4,5,0.0
1109,Female,Loyal Customer,52,Business travel,Business,3656,4,4,4,4,3,4,5.0,4,4,4,4,3.0,4,3,8,32.5
1110,Female,Loyal Customer,11,Personal Travel,Eco,993,3,5,3,2,3,3,3.0,3,5,2,4,5.0,5,3,0,0.0
1111,Female,disloyal Customer,25,Business travel,Eco,1463,1,1,1,3,1,1,1.0,1,3,4,3,4.0,3,1,30,19.0
1112,Male,Loyal Customer,30,Personal Travel,Eco,409,1,5,1,2,3,1,3.0,3,4,5,5,3.0,4,3,0,4.0
1113,Female,Loyal Customer,27,Business travel,Business,1666,1,1,1,1,3,3,3.0,3,4,2,3,1.5,1,3,30,32.5
1114,Female,Loyal Customer,64,Business travel,Eco,1626,2,4,4,4,5,2,3.0,2,2,2,2,4.0,2,1,30,32.5
1115,Female,Loyal Customer,32,Business travel,Eco Plus,190,5,4,5,5,5,5,5.0,5,3,3,3,5.0,5,5,0,1.0
1116,Male,Loyal Customer,34,Personal Travel,Eco,1073,4,5,3,1,5,3,5.0,5,4,2,4,3.0,5,5,0,0.0
1117,Male,Loyal Customer,20,Business travel,Business,3081,2,2,2,2,5,5,5.0,5,2,4,5,2.0,2,5,0,0.0
1118,Male,disloyal Customer,24,Business travel,Eco,1275,2,3,3,4,3,2,3.0,3,2,2,4,4.0,3,3,25,32.5
1119,Male,Loyal Customer,13,Personal Travel,Eco,1391,3,2,2,1,3,2,3.0,3,2,4,1,3.0,1,3,0,0.0
1120,Female,Loyal Customer,21,Personal Travel,Eco,102,2,4,2,2,2,2,2.0,2,5,2,4,5.0,4,2,0,0.0
1121,Female,Loyal Customer,48,Business travel,Business,3093,0,0,0,1,5,5,4.0,5,5,5,3,5.0,5,4,30,32.5
1122,Male,Loyal Customer,58,Personal Travel,Eco,645,1,4,0,4,4,0,3.0,4,2,3,1,2.0,4,4,0,0.0
1123,Female,Loyal Customer,54,Personal Travel,Eco,1452,1,2,1,4,1,4,4.0,4,5,3,3,4.0,1,4,30,32.5
1124,Female,Loyal Customer,42,Business travel,Business,2101,4,4,4,4,3,5,5.0,4,4,4,4,4.0,4,5,28,32.5
1125,Female,Loyal Customer,55,Business travel,Business,377,2,3,2,2,1,2,1.0,5,5,4,5,1.5,5,1,11,0.0
1126,Female,Loyal Customer,47,Business travel,Business,404,1,1,1,1,3,5,4.0,5,5,5,5,3.0,5,4,0,7.0
1127,Male,Loyal Customer,29,Business travel,Business,2139,5,5,5,5,4,4,4.0,4,3,5,3,4.0,4,4,0,0.0
1128,Female,Loyal Customer,29,Personal Travel,Eco,127,4,4,4,3,1,4,1.0,1,1,1,3,1.5,3,1,0,0.0
1129,Male,disloyal Customer,41,Business travel,Eco,101,1,4,1,4,3,1,3.0,3,4,5,3,1.5,3,3,0,1.0
1130,Male,Loyal Customer,32,Personal Travel,Eco,852,2,5,2,3,5,2,5.0,5,4,2,4,4.0,4,5,11,12.0
1131,Male,Loyal Customer,31,Personal Travel,Eco,1208,3,1,3,3,5,3,5.0,5,3,1,3,4.0,4,5,0,7.0
1132,Male,Loyal Customer,48,Business travel,Business,1836,1,1,1,1,3,4,4.0,4,4,4,4,4.0,4,4,12,0.0
1133,Female,disloyal Customer,28,Business travel,Business,821,4,3,3,3,1,3,1.0,1,3,2,5,4.0,5,1,30,21.0
1134,Male,Loyal Customer,59,Personal Travel,Eco,990,1,4,1,2,5,1,5.0,5,3,3,5,3.0,5,5,11,3.0
1135,Female,disloyal Customer,36,Business travel,Business,259,2,2,2,1,5,2,5.0,5,3,2,5,4.0,5,5,0,0.0
1136,Female,disloyal Customer,30,Business travel,Business,861,2,2,2,3,1,2,1.0,1,3,2,5,5.0,5,1,0,0.0
1137,Male,Loyal Customer,66,Personal Travel,Eco,696,1,5,0,4,2,0,2.0,2,5,5,5,4.0,5,2,0,0.0
1138,Male,Loyal Customer,9,Personal Travel,Eco,1205,3,4,4,4,2,4,2.0,2,3,4,4,2.0,4,2,0,0.0
1139,Female,Loyal Customer,47,Business travel,Business,1089,4,4,3,4,3,4,4.0,4,4,4,4,5.0,4,3,0,0.0
1140,Male,disloyal Customer,24,Business travel,Eco,446,0,4,0,1,2,0,2.0,2,3,2,5,4.0,5,2,30,32.5
1141,Female,Loyal Customer,61,Business travel,Business,396,4,4,4,4,3,4,5.0,4,4,4,4,5.0,4,4,13,2.0
1142,Male,Loyal Customer,38,Business travel,Business,692,3,3,3,3,1,4,2.0,4,4,4,4,5.0,4,1,18,32.5
1143,Male,Loyal Customer,55,Business travel,Business,1642,1,1,1,1,5,5,5.0,1,2,4,3,5.0,3,5,30,32.5
1144,Female,Loyal Customer,53,Personal Travel,Eco Plus,2288,1,2,1,4,4,3,3.0,5,5,1,5,3.0,5,3,3,0.0
1145,Female,Loyal Customer,52,Personal Travel,Eco,740,3,4,3,2,3,4,5.0,5,5,3,5,5.0,5,5,0,0.0
1146,Male,Loyal Customer,48,Business travel,Eco,106,5,5,1,1,5,5,5.0,5,3,2,5,4.0,3,5,0,3.0
1147,Female,Loyal Customer,52,Business travel,Business,2686,1,1,5,1,2,5,5.0,4,4,4,4,3.0,4,4,0,0.0
1148,Male,Loyal Customer,58,Business travel,Business,2029,2,2,2,2,5,5,5.0,4,4,4,4,3.0,4,3,0,0.0
1149,Male,disloyal Customer,39,Business travel,Eco,448,3,0,4,4,5,4,5.0,5,5,2,5,1.5,4,5,0,4.0
1150,Female,Loyal Customer,37,Personal Travel,Business,588,2,5,2,5,2,3,3.0,4,3,5,5,3.0,5,3,30,32.5
1151,Female,Loyal Customer,41,Business travel,Business,2193,2,2,2,2,3,3,4.0,2,2,2,2,1.5,2,4,0,0.0
1152,Male,Loyal Customer,56,Business travel,Eco,707,5,5,4,4,5,5,5.0,5,4,3,3,3.0,5,5,0,0.0
1153,Male,Loyal Customer,42,Personal Travel,Eco,1431,1,4,1,5,2,1,5.0,2,5,2,4,3.0,5,2,0,0.0
1154,Female,Loyal Customer,46,Business travel,Business,3510,4,4,3,4,1,4,4.0,4,4,4,4,2.0,4,2,0,0.0
1155,Female,Loyal Customer,55,Personal Travel,Eco,460,3,2,3,3,2,2,3.0,3,3,3,3,1.5,3,2,0,0.0
1156,Male,Loyal Customer,49,Personal Travel,Eco,986,2,4,3,5,3,3,3.0,3,3,5,5,3.0,4,3,0,0.0
1157,Female,Loyal Customer,59,Business travel,Business,308,1,1,1,1,4,5,4.0,5,5,5,5,4.0,5,3,16,22.0
1158,Male,Loyal Customer,19,Business travel,Business,2537,2,5,2,2,2,2,2.0,2,2,5,3,4.0,3,2,30,32.5
1159,Male,Loyal Customer,47,Business travel,Business,3477,4,4,4,4,2,4,5.0,5,5,5,5,5.0,5,3,0,27.0
1160,Female,Loyal Customer,44,Business travel,Business,991,3,3,3,3,5,5,4.0,4,4,4,4,3.0,4,5,0,0.0
1161,Male,Loyal Customer,45,Personal Travel,Business,331,4,5,2,5,4,3,5.0,4,4,2,5,1.5,4,3,0,3.0
1162,Male,Loyal Customer,46,Business travel,Eco,483,3,2,2,2,3,3,3.0,3,5,4,4,2.0,4,3,5,0.0
1163,Female,Loyal Customer,39,Business travel,Eco,261,4,1,1,1,4,4,4.0,4,2,3,3,1.5,4,4,0,0.0
1164,Female,disloyal Customer,17,Business travel,Eco,502,4,1,4,3,1,4,1.0,1,4,3,2,2.0,2,1,1,19.0
1165,Male,Loyal Customer,46,Business travel,Business,2486,1,1,1,1,5,3,4.0,5,5,5,5,3.0,5,5,0,7.0
1166,Male,Loyal Customer,19,Personal Travel,Eco,236,2,4,0,1,4,0,3.0,4,4,3,5,5.0,4,4,0,0.0
1167,Male,Loyal Customer,15,Personal Travel,Eco Plus,236,3,5,3,1,4,3,4.0,4,4,4,5,5.0,4,4,0,5.0
1168,Male,Loyal Customer,36,Business travel,Business,2284,4,3,3,3,2,4,4.0,4,4,3,4,4.0,4,4,0,0.0
1169,Female,Loyal Customer,41,Personal Travel,Eco,580,3,4,3,5,4,3,4.0,4,5,4,2,4.0,2,4,22,25.0
1170,Female,Loyal Customer,21,Business travel,Business,1416,2,2,2,2,4,4,4.0,4,5,1,3,3.0,2,4,0,0.0
1171,Male,disloyal Customer,72,Business travel,Eco,319,3,2,3,3,4,3,4.0,4,4,3,3,3.0,3,4,14,4.0
1172,Female,Loyal Customer,43,Personal Travel,Eco,483,1,3,1,5,4,5,2.0,5,5,1,5,5.0,5,5,0,0.0
1173,Female,Loyal Customer,51,Business travel,Business,2688,2,4,4,4,1,4,3.0,2,2,2,2,1.5,2,3,0,0.0
1174,Female,disloyal Customer,25,Business travel,Business,1431,5,0,5,3,4,5,4.0,4,3,5,4,3.0,5,4,0,0.0
1175,Female,disloyal Customer,42,Business travel,Business,2475,2,3,3,3,2,5,5.0,3,4,4,4,5.0,3,5,0,0.0
1176,Male,Loyal Customer,46,Personal Travel,Eco,214,3,2,0,4,4,0,3.0,4,4,2,3,3.0,3,4,0,0.0
1177,Male,Loyal Customer,33,Personal Travel,Eco Plus,493,1,5,1,3,2,1,2.0,2,3,2,5,5.0,5,2,30,32.5
1178,Male,Loyal Customer,46,Business travel,Business,1716,2,3,3,3,3,3,4.0,2,2,2,2,2.0,2,1,0,0.0
1179,Female,Loyal Customer,67,Business travel,Business,2754,1,1,4,1,1,4,3.0,4,4,4,4,1.5,4,4,2,0.0
1180,Female,Loyal Customer,25,Business travel,Business,583,4,4,4,4,4,4,4.0,4,5,5,5,4.0,5,4,0,0.0
1181,Female,Loyal Customer,43,Personal Travel,Eco,270,0,4,0,3,5,4,4.0,2,2,0,2,3.0,2,1,1,7.0
1182,Female,Loyal Customer,47,Business travel,Business,3739,5,5,5,5,3,5,5.0,5,5,5,5,5.0,5,3,0,1.0
1183,Female,Loyal Customer,49,Business travel,Business,562,3,3,3,3,4,5,4.0,5,5,5,5,4.0,5,4,15,9.0
1184,Female,Loyal Customer,53,Business travel,Business,1662,2,5,1,5,1,3,3.0,2,2,2,2,4.0,2,4,13,8.0
1185,Female,Loyal Customer,14,Personal Travel,Eco Plus,1186,3,4,3,1,3,3,3.0,3,5,3,3,4.0,5,3,7,0.0
1186,Male,Loyal Customer,14,Business travel,Business,1605,2,1,1,1,2,2,2.0,2,2,1,3,2.0,3,2,2,0.0
1187,Male,Loyal Customer,42,Business travel,Business,3739,3,3,5,3,1,2,4.0,5,5,5,4,3.0,5,2,12,8.0
1188,Male,Loyal Customer,59,Business travel,Business,3059,2,2,4,2,3,4,4.0,5,5,5,5,3.0,5,3,1,0.0
1189,Male,Loyal Customer,25,Business travel,Business,719,1,1,1,1,5,5,5.0,5,5,3,5,5.0,5,5,17,1.0
1190,Female,disloyal Customer,39,Business travel,Business,480,2,2,2,2,1,2,3.0,1,2,2,3,2.0,2,1,0,0.0
1191,Female,Loyal Customer,11,Personal Travel,Eco,3739,4,5,4,3,4,3,3.0,3,5,3,5,3.0,4,3,0,10.0
1192,Male,Loyal Customer,37,Business travel,Business,3739,4,4,4,4,2,4,5.0,4,4,4,5,4.0,4,5,0,0.0
1193,Male,Loyal Customer,46,Business travel,Eco,344,4,4,4,4,4,4,4.0,4,3,4,4,4.0,4,4,30,32.5
1194,Female,Loyal Customer,53,Business travel,Business,2860,3,2,4,4,5,2,4.0,3,3,3,3,2.0,3,1,0,0.0
1195,Male,Loyal Customer,61,Personal Travel,Eco,337,2,2,3,3,3,3,3.0,2,4,3,4,3.0,3,3,30,32.5
1196,Female,disloyal Customer,39,Business travel,Business,224,3,3,3,2,2,3,2.0,2,4,5,4,5.0,4,2,0,12.0
1197,Male,disloyal Customer,15,Business travel,Eco,864,3,3,3,2,4,3,4.0,4,4,3,5,5.0,5,4,15,7.0
1198,Male,Loyal Customer,51,Business travel,Eco,541,2,3,3,3,2,2,2.0,2,3,1,3,2.0,2,2,6,14.0
